page_id,Name,link,ID,Align,Eye,Hair,Sex,GSM,Alive,Appearance,First Appearance_old,YEAR,Citizenship,date,month,year,First Appearance
22310,Solovar (New Earth),https://dc.fandom.com/wiki/Solovar_(New_Earth),Secret Identity,,,Black ,Male ,,Deceased ,38,"1959, May",1959.0,,1959-05-01,05,1959,05/1959
62431,Cyril Sheldrake (New Earth),https://dc.fandom.com/wiki/Cyril_Sheldrake_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Male ,,Deceased ,38,"1950, December",1950.0,British,1950-12-01,12,1950,12/1950
55783,Mister Mind (New Earth),https://dc.fandom.com/wiki/Mister_Mind_(New_Earth),Secret Identity,Bad ,Red ,,Male ,,Living ,38,"1943, March",1943.0,,1943-03-01,03,1943,03/1943
14497,Keith Everet (New Earth),https://dc.fandom.com/wiki/Keith_Everet_(New_Earth),Secret Identity,Good ,,Brown ,Male ,,Living ,38,"1942, January",1942.0,Irish,1942-01-01,01,1942,01/1942
71700,Thara Ak-Var (New Earth),https://dc.fandom.com/wiki/Thara_Ak-Var_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Female ,,Deceased ,37,"2008, December",2008.0,Kandorian,2008-12-01,12,2008,12/2008
12013,Amy Allen (New Earth),https://dc.fandom.com/wiki/Amy_Allen_(New_Earth),Secret Identity,Neutral ,Blue ,Brown ,Female ,,Living ,37,"2006, November",2006.0,American,2006-11-01,11,2006,11/2006
2769,Isaiah Crockett (New Earth),https://dc.fandom.com/wiki/Isaiah_Crockett_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Male ,,Living ,37,"1996, October",1996.0,American,1996-10-01,10,1996,10/1996
60112,Azrael (New Earth),https://dc.fandom.com/wiki/Azrael_(New_Earth),Public Identity,Neutral ,Gold ,Black ,Male ,,Living ,37,"1985, April",1985.0,,1985-04-01,04,1985,04/1985
118298,Lonocelu Ospho (New Earth),https://dc.fandom.com/wiki/Lonocelu_Ospho_(New_Earth),Public Identity,Good ,,,Male ,,Living ,37,"1985, May",1985.0,,1985-05-01,05,1985,05/1985
45486,Jemm (New Earth),https://dc.fandom.com/wiki/Jemm_(New_Earth),Public Identity,Good ,Yellow ,,Male ,,Living ,37,"1984, September",1984.0,,1984-09-01,09,1984,09/1984
16969,Elizabeth Tremayne (New Earth),https://dc.fandom.com/wiki/Elizabeth_Tremayne_(New_Earth),Public Identity,Good ,Blue ,Red ,Female ,,Living ,37,"1982, July",1982.0,American,1982-07-01,07,1982,07/1982
11434,Kathleen Sutton (New Earth),https://dc.fandom.com/wiki/Kathleen_Sutton_(New_Earth),Public Identity,Good ,,Blond ,Female ,,Living ,37,"1973, July",1973.0,,1973-07-01,07,1973,07/1973
5269,Walter Johnson II (New Earth),https://dc.fandom.com/wiki/Walter_Johnson_II_(New_Earth),Secret Identity,Good ,Brown ,Black ,Male ,,Living ,37,"1970, October",1970.0,,1970-10-01,10,1970,10/1970
1987,Bat-Mite (New Earth),https://dc.fandom.com/wiki/Bat-Mite_(New_Earth),Secret Identity,Good ,Black ,,Male ,,Living ,37,"1959, May",1959.0,,1959-05-01,05,1959,05/1959
4876,Lawrence Crock (New Earth),https://dc.fandom.com/wiki/Lawrence_Crock_(New_Earth),Secret Identity,Bad ,Brown ,Brown ,Male ,,Living ,37,"1947, May",1947.0,American,1947-05-01,05,1947,05/1947
11856,Lance Gallant (Earth-X),https://dc.fandom.com/wiki/Lance_Gallant_(Earth-X),Secret Identity,Good ,Blue ,Blond ,Male ,,Living ,37,"1943, January",1943.0,,1943-01-01,01,1943,01/1943
65483,John Jones (New Earth),https://dc.fandom.com/wiki/John_Jones_(New_Earth),Public Identity,Good ,Black ,,Male ,,Living ,37,"1942, August",1942.0,American,1942-08-01,08,1942,08/1942
58120,Joan Dale (New Earth),https://dc.fandom.com/wiki/Joan_Dale_(New_Earth),Secret Identity,Good ,Blue ,Black ,Female ,,Living ,37,"1941, August",1941.0,American,1941-08-01,08,1941,08/1941
8132,Lawrence Belmont (New Earth),https://dc.fandom.com/wiki/Lawrence_Belmont_(New_Earth),Public Identity,Good ,Blue ,Brown ,Male ,,Living ,37,"1940, February",1940.0,American,1940-02-01,02,1940,02/1940
178609,Munk (New Earth),https://dc.fandom.com/wiki/Munk_(New_Earth),Secret Identity,Good ,White ,,Male ,,Living ,36,"2008, January",2008.0,,2008-01-01,01,2008,01/2008
16813,Non (New Earth),https://dc.fandom.com/wiki/Non_(New_Earth),Public Identity,Bad ,Blue ,Black ,Male ,,Living ,36,"2007, January",2007.0,,2007-01-01,01,2007,01/2007
11834,Andrew Franklin (New Earth),https://dc.fandom.com/wiki/Andrew_Franklin_(New_Earth),Secret Identity,Good ,,,Male ,,Living ,36,"2006, June",2006.0,American,2006-06-01,06,2006,06/2006
27852,Charlotte Gage-Radcliffe (New Earth),https://dc.fandom.com/wiki/Charlotte_Gage-Radcliffe_(New_Earth),Secret Identity,Good ,Blue ,Red ,Female ,,Living ,36,"2006, September",2006.0,American,2006-09-01,09,2006,09/2006
11835,Stormy Knight (New Earth),https://dc.fandom.com/wiki/Stormy_Knight_(New_Earth),Public Identity,Good ,Blue ,Black ,Female ,,Living ,36,"2006, June",2006.0,American,2006-06-01,06,2006,06/2006
116529,Ramsey Robinson (New Earth),https://dc.fandom.com/wiki/Ramsey_Robinson_(New_Earth),Secret Identity,Good ,Blue ,Black ,Male ,Homosexual ,Living ,36,"2004, November",2004.0,American,2004-11-01,11,2004,11/2004
74170,Zor-El (New Earth),https://dc.fandom.com/wiki/Zor-El_(New_Earth),Public Identity,Good ,Blue ,Blond ,Male ,,Deceased ,36,"2004, June",2004.0,Kandorian,2004-06-01,06,2004,06/2004
160988,Bridget Clancy (New Earth),https://dc.fandom.com/wiki/Bridget_Clancy_(New_Earth),,Good ,,Black ,Female ,,Living ,36,"1996, November",1996.0,American,1996-11-01,11,1996,11/1996
181844,Merayn Dethalis (New Earth),https://dc.fandom.com/wiki/Merayn_Dethalis_(New_Earth),Public Identity,Good ,Yellow ,Purple ,Female ,,Living ,36,"1993, December",1993.0,,1993-12-01,12,1993,12/1993
90908,Robert Hinckley Long (New Earth),https://dc.fandom.com/wiki/Robert_Hinckley_Long_(New_Earth),Public Identity,Neutral ,Black ,Red ,Male ,,Deceased ,36,"1992, September",1992.0,American,1992-09-01,09,1992,09/1992
5509,Shado (New Earth),https://dc.fandom.com/wiki/Shado_(New_Earth),Secret Identity,Neutral ,Brown ,Black ,Female ,,Living ,36,"1987, August",1987.0,Japanese · American,1987-08-01,08,1987,08/1987
68282,Sarah Simms (New Earth),https://dc.fandom.com/wiki/Sarah_Simms_(New_Earth),Public Identity,Good ,Blue ,Blond ,Female ,,Living ,36,"1981, June",1981.0,American,1981-06-01,06,1981,06/1981
1668,Maximillian Zeus (New Earth),https://dc.fandom.com/wiki/Maximillian_Zeus_(New_Earth),Public Identity,Bad ,Brown ,Brown ,Male ,,Living ,36,"1979, May",1979.0,American,1979-05-01,05,1979,05/1979
136610,Joshua Morgan (New Earth),https://dc.fandom.com/wiki/Joshua_Morgan_(New_Earth),,Good ,,Red ,Male ,,Living ,36,"1978, November",1978.0,Skartarian,1978-11-01,11,1978,11/1978
63571,Tobias Whale (New Earth),https://dc.fandom.com/wiki/Tobias_Whale_(New_Earth),Public Identity,Bad ,Pink ,,Male ,,Living ,36,"1977, April",1977.0,American,1977-04-01,04,1977,04/1977
205575,Glenda Mark (New Earth),https://dc.fandom.com/wiki/Glenda_Mark_(New_Earth),Public Identity,Good ,Blue ,Blond ,Female ,,Living ,36,"1972, September",1972.0,American,1972-09-01,09,1972,09/1972
16461,Bruno Mannheim (New Earth),https://dc.fandom.com/wiki/Bruno_Mannheim_(New_Earth),Public Identity,Bad ,,,Male ,,Deceased ,36,"1971, July",1971.0,American,1971-07-01,07,1971,07/1971
5268,Anthony Rodriguez II (New Earth),https://dc.fandom.com/wiki/Anthony_Rodriguez_II_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Male ,,Living ,36,"1970, October",1970.0,,1970-10-01,10,1970,10/1970
10550,Anthro (New Earth),https://dc.fandom.com/wiki/Anthro_(New_Earth),Public Identity,Good ,Brown ,Brown ,Male ,,Deceased ,36,"1968, May",1968.0,,1968-05-01,05,1968,05/1968
1567,Mordru (New Earth),https://dc.fandom.com/wiki/Mordru_(New_Earth),Public Identity,Bad ,Hazel ,,Male ,,Living ,36,"1968, June",1968.0,,1968-06-01,06,1968,06/1968
5111,Mark Desmond (New Earth),https://dc.fandom.com/wiki/Mark_Desmond_(New_Earth),Public Identity,Bad ,Hazel ,Brown ,Male ,,Deceased ,36,"1965, November",1965.0,American,1965-11-01,11,1965,11/1965
43227,Larvox (New Earth),https://dc.fandom.com/wiki/Larvox_(New_Earth),Public Identity,Good ,Black ,Orange ,Genderless ,,Living ,36,"1961, December",1961.0,,1961-12-01,12,1961,12/1961
14506,Hephaestus (New Earth),https://dc.fandom.com/wiki/Hephaestus_(New_Earth),Public Identity,Neutral ,Blue ,White ,Male ,,Living ,36,"1941, December",1941.0,,1941-12-01,12,1941,12/1941
10488,Thomas Ludlow Hallaway (New Earth),https://dc.fandom.com/wiki/Thomas_Ludlow_Hallaway_(New_Earth),Secret Identity,Bad ,Brown ,Brown ,Male ,,Deceased ,36,"1940, May",1940.0,American,1940-05-01,05,1940,05/1940
146989,Jeannette (New Earth),https://dc.fandom.com/wiki/Jeannette_(New_Earth),Secret Identity,Bad ,Blue ,White ,Female ,,Living ,35,"2009, January",2009.0,Hungarian,2009-01-01,01,2009,01/2009
113460,Dex-Starr (New Earth),https://dc.fandom.com/wiki/Dex-Starr_(New_Earth),Public Identity,Bad ,Yellow ,Blue ,Male ,,Living ,35,"2008, December",2008.0,,2008-12-01,12,2008,12/2008
124943,Michael Lane (New Earth),https://dc.fandom.com/wiki/Michael_Lane_(New_Earth),Secret Identity,Good ,Brown ,Black ,Male ,,Living ,35,"2007, June",2007.0,American,2007-06-01,06,2007,06/2007
11753,Arthur Joseph Curry (New Earth),https://dc.fandom.com/wiki/Arthur_Joseph_Curry_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Living ,35,"2006, May",2006.0,American,2006-05-01,05,2006,05/2006
11405,Frederick Chyre (New Earth),https://dc.fandom.com/wiki/Frederick_Chyre_(New_Earth),Public Identity,Good ,Blue ,Grey ,Male ,,Living ,35,"2000, September",2000.0,American,2000-09-01,09,2000,09/2000
57834,Beryl Hutchinson (New Earth),https://dc.fandom.com/wiki/Beryl_Hutchinson_(New_Earth),Secret Identity,Good ,Blue ,Red ,Female ,,Living ,35,"1999, February",1999.0,British,1999-02-01,02,1999,02/1999
34313,Mickey Cannon (New Earth),https://dc.fandom.com/wiki/Mickey_Cannon_(New_Earth),,Good ,,Brown ,Male ,,Living ,35,"1998, October",1998.0,American,1998-10-01,10,1998,10/1998
294689,Carla White (New Earth),https://dc.fandom.com/wiki/Carla_White_(New_Earth),Public Identity,Good ,Brown ,Brown ,Female ,,Living ,35,"1992, October",1992.0,American,1992-10-01,10,1992,10/1992
40878,Jeffrey Smith (New Earth),https://dc.fandom.com/wiki/Jeffrey_Smith_(New_Earth),Public Identity,Good ,Brown ,Black ,Male ,,Living ,35,"1990, February",1990.0,American,1990-02-01,02,1990,02/1990
1948,Delilah Tyler (New Earth),https://dc.fandom.com/wiki/Delilah_Tyler_(New_Earth),Secret Identity,Good ,Brown ,Black ,Female ,,Deceased ,35,"1989, January",1989.0,American,1989-01-01,01,1989,01/1989
57932,Myra Connelly (New Earth),https://dc.fandom.com/wiki/Myra_Connelly_(New_Earth),Public Identity,,Blue ,,Female ,,Living ,35,"1987, February",1987.0,American,1987-02-01,02,1987,02/1987
4894,Rhea Jones (New Earth),https://dc.fandom.com/wiki/Rhea_Jones_(New_Earth),Secret Identity,Good ,White ,Red ,Female ,,Living ,35,"1987, December",1987.0,American,1987-12-01,12,1987,12/1987
50426,Varix (New Earth),https://dc.fandom.com/wiki/Varix_(New_Earth),Public Identity,Good ,,White ,Male ,,Deceased ,35,1986,1986.0,,1986-01-01,01,1986,01/1986
11025,Gardner Grayle (New Earth),https://dc.fandom.com/wiki/Gardner_Grayle_(New_Earth),Secret Identity,Good ,Blue ,Red ,Male ,,Living ,35,"1983, May",1983.0,American,1983-05-01,05,1983,05/1983
45367,Lady Chian (New Earth),https://dc.fandom.com/wiki/Lady_Chian_(New_Earth),,Good ,Black ,Black ,Female ,,Living ,35,"1982, March",1982.0,,1982-03-01,03,1982,03/1982
4922,Sebastian Blood VIII (New Earth),https://dc.fandom.com/wiki/Sebastian_Blood_VIII_(New_Earth),Secret Identity,Bad ,Grey ,Black ,Male ,,Deceased ,35,"1982, July",1982.0,Zandian,1982-07-01,07,1982,07/1982
4839,Laura Neilsen (New Earth),https://dc.fandom.com/wiki/Laura_Neilsen_(New_Earth),Public Identity,Good ,Blue ,White ,Female ,,Deceased ,35,"1971, February",1971.0,,1971-02-01,02,1971,02/1971
4109,General Immortus (New Earth),https://dc.fandom.com/wiki/General_Immortus_(New_Earth),Secret Identity,Bad ,Blue ,,Male ,,Living ,35,"1963, June",1963.0,,1963-06-01,06,1963,06/1963
274638,Elsa Magnusson (New Earth),https://dc.fandom.com/wiki/Elsa_Magnusson_(New_Earth),,Good ,,,Female ,,Living ,35,"1959, August",1959.0,,1959-08-01,08,1959,08/1959
173440,Mary James (New Earth),https://dc.fandom.com/wiki/Mary_James_(New_Earth),Public Identity,Good ,Blue ,Strawberry Blond ,Female ,,Deceased ,35,"1940, October",1940.0,American,1940-10-01,10,1940,10/1940
69801,Frankenstein (New Earth),https://dc.fandom.com/wiki/Frankenstein_(New_Earth),Public Identity,Good ,Brown ,Black ,Male ,,Living ,34,"2006, January",2006.0,,2006-01-01,01,2006,01/2006
4807,Prometheus (New Earth),https://dc.fandom.com/wiki/Prometheus_(New_Earth),Secret Identity,Bad ,Blue ,White ,Male ,,Deceased ,34,"1998, February",1998.0,American,1998-02-01,02,1998,02/1998
5210,Samuel Makoa (New Earth),https://dc.fandom.com/wiki/Samuel_Makoa_(New_Earth),Public Identity,Good ,Black ,Black ,Male ,,Living ,34,"1994, February",1994.0,American,1994-02-01,02,1994,02/1994
96395,Valerie Kameya (Dakotaverse),https://dc.fandom.com/wiki/Valerie_Kameya_(Dakotaverse),Secret Identity,Good ,,Black ,Female ,Homosexual ,Living ,34,"1994, January",1994.0,,1994-01-01,01,1994,01/1994
37670,Augustus Freeman (Dakotaverse),https://dc.fandom.com/wiki/Augustus_Freeman_(Dakotaverse),Secret Identity,Good ,Brown ,Black ,Male ,,Living ,34,"1993, May",1993.0,American · Cooperative,1993-05-01,05,1993,05/1993
10546,Courtney Mason (New Earth),https://dc.fandom.com/wiki/Courtney_Mason_(New_Earth),Public Identity,Good ,Blue ,Blond ,Female ,Bisexual ,Deceased ,34,"1993, July",1993.0,American,1993-07-01,07,1993,07/1993
135976,Sebastian Ives (New Earth),https://dc.fandom.com/wiki/Sebastian_Ives_(New_Earth),Public Identity,Good ,,Blond ,Male ,,Living ,34,"1991, October",1991.0,American,1991-10-01,10,1991,10/1991
40929,Bonnie Baxter (New Earth),https://dc.fandom.com/wiki/Bonnie_Baxter_(New_Earth),Public Identity,Good ,Blue ,Brown ,Female ,,Living ,34,"1990, February",1990.0,American,1990-02-01,02,1990,02/1990
14995,Oswald Loomis (New Earth),https://dc.fandom.com/wiki/Oswald_Loomis_(New_Earth),Public Identity,Bad ,Blue ,Brown ,Male ,,Living ,34,"1988, April",1988.0,American,1988-04-01,04,1988,04/1988
81503,Jack Wheeler (New Earth),https://dc.fandom.com/wiki/Jack_Wheeler_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Living ,34,"1987, September",1987.0,American,1987-09-01,09,1987,09/1987
47725,Mikhail Arkadin (New Earth),https://dc.fandom.com/wiki/Mikhail_Arkadin_(New_Earth),Secret Identity,Good ,,Brown ,Male ,,Living ,34,"1987, October",1987.0,Russian,1987-10-01,10,1987,10/1987
1962,Natasha Ulyanov (New Earth),https://dc.fandom.com/wiki/Natasha_Ulyanov_(New_Earth),,Bad ,Blue ,Blond ,Female ,,Living ,34,"1986, August",1986.0,Soviet · Russian,1986-08-01,08,1986,08/1986
64697,Onyx Adams (New Earth),https://dc.fandom.com/wiki/Onyx_Adams_(New_Earth),Public Identity,,Brown ,,Female ,,Living ,34,"1985, January",1985.0,American,1985-01-01,01,1985,01/1985
69577,Nimbus (New Earth),https://dc.fandom.com/wiki/Nimbus_(New_Earth),Secret Identity,Good ,White ,,Male ,,Living ,34,"1981, June",1981.0,,1981-06-01,06,1981,06/1981
227332,Diane Meade (New Earth),https://dc.fandom.com/wiki/Diane_Meade_(New_Earth),Public Identity,Good ,Blue ,Blond ,Female ,,Living ,34,"1957, August",1957.0,American,1957-08-01,08,1957,08/1957
17691,Brian Kent (New Earth),https://dc.fandom.com/wiki/Brian_Kent_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Deceased ,34,"1955, September",1955.0,British,1955-09-01,09,1955,09/1955
20506,Hath-Set (New Earth),https://dc.fandom.com/wiki/Hath-Set_(New_Earth),Secret Identity,Bad ,,,,,Deceased ,34,"1940, January",1940.0,Egyptian,1940-01-01,01,1940,01/1940
145132,King Standish (New Earth),https://dc.fandom.com/wiki/King_Standish_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Living ,34,"1940, March",1940.0,American,1940-03-01,03,1940,03/1940
27110,Monitor Bob,https://dc.fandom.com/wiki/Monitor_Bob,,Neutral ,Red ,Black ,Male ,,Deceased ,33,"2007, July",2007.0,,2007-07-01,07,2007,07/2007
18564,Darla Aquista (New Earth),https://dc.fandom.com/wiki/Darla_Aquista_(New_Earth),Secret Identity,Good ,Blue ,Black ,Female ,,Living ,33,"2004, February",2004.0,American,2004-02-01,02,2004,02/2004
18084,Charlie the Owl (New Earth),https://dc.fandom.com/wiki/Charlie_the_Owl_(New_Earth),Public Identity,Good ,Amber ,,Male ,,Living ,33,"1999, February",1999.0,,1999-02-01,02,1999,02/1999
4823,Bloodwynd (New Earth),https://dc.fandom.com/wiki/Bloodwynd_(New_Earth),Public Identity,Good ,Blue ,Black ,Male ,,Living ,33,"1993, July",1993.0,American,1993-07-01,07,1993,07/1993
48831,Lester Buchinsky (New Earth),https://dc.fandom.com/wiki/Lester_Buchinsky_(New_Earth),Secret Identity,Bad ,,,Male ,,Deceased ,33,"1992, May",1992.0,American,1992-05-01,05,1992,05/1992
56462,Patricia Trayce (New Earth),https://dc.fandom.com/wiki/Patricia_Trayce_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Female ,,Living ,33,"1992, January",1992.0,American,1992-01-01,01,1992,01/1992
3624,Jonathan Fox (New Earth),https://dc.fandom.com/wiki/Jonathan_Fox_(New_Earth),Secret Identity,Good ,Blue ,Black ,Male ,,Living ,33,1990,1990.0,American,1990-01-01,01,1990,01/1990
2715,Jewelee (New Earth),https://dc.fandom.com/wiki/Jewelee_(New_Earth),Secret Identity,Bad ,Blue ,Blond ,Female ,,Living ,33,"1988, July",1988.0,American,1988-07-01,07,1988,07/1988
119894,Simon LaGrieve (New Earth),https://dc.fandom.com/wiki/Simon_LaGrieve_(New_Earth),,Neutral ,,Grey ,Male ,,Living ,33,"1987, May",1987.0,American,1987-05-01,05,1987,05/1987
83651,Felicity Smoak (New Earth),https://dc.fandom.com/wiki/Felicity_Smoak_(New_Earth),Public Identity,Neutral ,Blue ,Black ,Female ,,Living ,33,"1984, May",1984.0,American,1984-05-01,05,1984,05/1984
29043,Isuma Yasunari (New Earth),https://dc.fandom.com/wiki/Isuma_Yasunari_(New_Earth),Secret Identity,Good ,Brown ,Black ,Male ,,Deceased ,33,"1982, June",1982.0,Japanese,1982-06-01,06,1982,06/1982
64815,May Bennett (New Earth),https://dc.fandom.com/wiki/May_Bennett_(New_Earth),,Neutral ,Blue ,Brown ,Female ,,Living ,33,"1982, July",1982.0,American,1982-07-01,07,1982,07/1982
30351,Ubu (New Earth),https://dc.fandom.com/wiki/Ubu_(New_Earth),Public Identity,Bad ,,,Male ,,Living ,33,"1971, June",1971.0,,1971-06-01,06,1971,06/1971
65941,Sensei (New Earth),https://dc.fandom.com/wiki/Sensei_(New_Earth),Secret Identity,Bad ,,White ,Male ,,Living ,33,"1968, December",1968.0,,1968-12-01,12,1968,12/1968
128698,Leroy Johnson (New Earth),https://dc.fandom.com/wiki/Leroy_Johnson_(New_Earth),,Good ,,,Male ,,Deceased ,33,"1965, April",1965.0,American,1965-04-01,04,1965,04/1965
4785,Peter Merkel (New Earth),https://dc.fandom.com/wiki/Peter_Merkel_(New_Earth),Secret Identity,Bad ,,Red ,Male ,,Deceased ,33,"1942, December",1942.0,American,1942-12-01,12,1942,12/1942
11845,Rod Reilly (New Earth),https://dc.fandom.com/wiki/Rod_Reilly_(New_Earth),Secret Identity,Good ,Blue ,Brown ,Male ,,Deceased ,33,"1941, August",1941.0,American,1941-08-01,08,1941,08/1941
8673,Wendy Kuttler (New Earth),https://dc.fandom.com/wiki/Wendy_Kuttler_(New_Earth),Secret Identity,Good ,Green ,Black ,Female ,,Living ,32,"2006, May",2006.0,,2006-05-01,05,2006,05/2006
61669,Aleksandr Creote (New Earth),https://dc.fandom.com/wiki/Aleksandr_Creote_(New_Earth),Secret Identity,Good ,,Brown ,Male ,Homosexual ,Living ,32,"2003, August",2003.0,Russian,2003-08-01,08,2003,08/2003
1871,Joshua Saunders (New Earth),https://dc.fandom.com/wiki/Joshua_Saunders_(New_Earth),,Good ,Red ,,Male ,,Deceased ,32,"1996, June",1996.0,Genesisian,1996-06-01,06,1996,06/1996
1646,Albrecht Krieger (New Earth),https://dc.fandom.com/wiki/Albrecht_Krieger_(New_Earth),Secret Identity,Bad ,Blue ,Blond ,Male ,,Living ,32,"1995, July",1995.0,German,1995-07-01,07,1995,07/1995
98600,Tawky Tawny (New Earth),https://dc.fandom.com/wiki/Tawky_Tawny_(New_Earth),Public Identity,Good ,Orange ,Orange ,Male ,,Living ,32,"1995, June",1995.0,American,1995-06-01,06,1995,06/1995
96384,Gerri Brauer (Dakotaverse),https://dc.fandom.com/wiki/Gerri_Brauer_(Dakotaverse),Secret Identity,Good ,Blue ,Blond ,Female ,Homosexual ,Living ,32,"1994, January",1994.0,,1994-01-01,01,1994,01/1994
95812,Harry Chawney (Dakotaverse),https://dc.fandom.com/wiki/Harry_Chawney_(Dakotaverse),Secret Identity,Good ,White ,Grey ,Male ,,Living ,32,"1994, January",1994.0,American,1994-01-01,01,1994,01/1994
4842,William MacIntyre (New Earth),https://dc.fandom.com/wiki/William_MacIntyre_(New_Earth),Secret Identity,Good ,White ,White ,Male ,,Deceased ,32,"1994, August",1994.0,American,1994-08-01,08,1994,08/1994
1998,Aaron Helzinger (New Earth),https://dc.fandom.com/wiki/Aaron_Helzinger_(New_Earth),Secret Identity,Bad ,Black ,,Male ,,Living ,32,"1992, August",1992.0,American,1992-08-01,08,1992,08/1992
27834,Joseph Martin (New Earth),https://dc.fandom.com/wiki/Joseph_Martin_(New_Earth),Secret Identity,Bad ,Black ,,Male ,,Living ,32,"1991, October",1991.0,American,1991-10-01,10,1991,10/1991
41758,Liri Lee (New Earth),https://dc.fandom.com/wiki/Liri_Lee_(New_Earth),Secret Identity,Good ,,Blond ,Female ,,Living ,32,"1991, September",1991.0,American,1991-09-01,09,1991,09/1991
10716,Atlan (New Earth),https://dc.fandom.com/wiki/Atlan_(New_Earth),Public Identity,Good ,Blue ,Blond ,Male ,,Living ,32,"1990, July",1990.0,Atlantean,1990-07-01,07,1990,07/1990
40916,Corky Baxter (New Earth),https://dc.fandom.com/wiki/Corky_Baxter_(New_Earth),Public Identity,Good ,Blue ,Brown ,Male ,,Deceased ,32,"1990, March",1990.0,American,1990-03-01,03,1990,03/1990
65749,Deadline (New Earth),https://dc.fandom.com/wiki/Deadline_(New_Earth),Secret Identity,Bad ,,,Male ,,Living ,32,"1989, October",1989.0,American,1989-10-01,10,1989,10/1989
2728,Chester Runk (New Earth),https://dc.fandom.com/wiki/Chester_Runk_(New_Earth),Public Identity,,Brown ,Black ,Male ,,Living ,32,"1988, February",1988.0,,1988-02-01,02,1988,02/1988
48417,Takeo Yakata (New Earth),https://dc.fandom.com/wiki/Takeo_Yakata_(New_Earth),Secret Identity,Good ,,,Male ,,Deceased ,32,"1988, January",1988.0,Japanese,1988-01-01,01,1988,01/1988
1961,Boris Ulyanov (New Earth),https://dc.fandom.com/wiki/Boris_Ulyanov_(New_Earth),,Bad ,Blue ,Blond ,Male ,,Living ,32,"1986, August",1986.0,Soviet · Russian,1986-08-01,08,1986,08/1986
80313,Michelle Carter (New Earth),https://dc.fandom.com/wiki/Michelle_Carter_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Female ,,Living ,32,"1986, July",1986.0,American,1986-07-01,07,1986,07/1986
80676,Marcia King (New Earth),https://dc.fandom.com/wiki/Marcia_King_(New_Earth),Public Identity,Good ,Auburn ,,Female ,,Living ,32,"1984, April",1984.0,American,1984-04-01,04,1984,04/1984
166392,Marla Bloom (New Earth),https://dc.fandom.com/wiki/Marla_Bloom_(New_Earth),Public Identity,Good ,Blue ,,Female ,,Deceased ,32,"1984, June",1984.0,,1984-06-01,06,1984,06/1984
82916,William Vickers (New Earth),https://dc.fandom.com/wiki/William_Vickers_(New_Earth),Public Identity,Good ,Blue ,Blond ,Male ,,Deceased ,32,"1984, September",1984.0,American,1984-09-01,09,1984,09/1984
336900,Prince Topaz (New Earth),https://dc.fandom.com/wiki/Prince_Topaz_(New_Earth),Public Identity,Good ,Yellow ,Blond ,Male ,,Living ,32,"1983, August",1983.0,,1983-08-01,08,1983,08/1983
96451,Ulysses Hazard (New Earth),https://dc.fandom.com/wiki/Ulysses_Hazard_(New_Earth),Secret Identity,Good ,Brown ,Black ,Male ,,Living ,32,"1977, August",1977.0,American,1977-08-01,08,1977,08/1977
4799,Eric Needham (New Earth),https://dc.fandom.com/wiki/Eric_Needham_(New_Earth),Secret Identity,Bad ,Brown ,Black ,Male ,,Living ,32,"1976, September",1976.0,American,1976-09-01,09,1976,09/1976
125189,Steven Smith (New Earth),https://dc.fandom.com/wiki/Steven_Smith_(New_Earth),Public Identity,Good ,Blue ,Blond ,Male ,,Living ,32,"1972, October",1972.0,American,1972-10-01,10,1972,10/1972
12703,Ira Quimby (New Earth),https://dc.fandom.com/wiki/Ira_Quimby_(New_Earth),Public Identity,Bad ,Blue ,Brown ,Male ,,Living ,32,"1963, November",1963.0,American,1963-11-01,11,1963,11/1963
63250,Simon Hurt (New Earth),https://dc.fandom.com/wiki/Simon_Hurt_(New_Earth),Secret Identity,Bad ,Brown ,Brown ,Male ,,Living ,32,"1963, June",1963.0,American,1963-06-01,06,1963,06/1963
4795,Amos Fortune (New Earth),https://dc.fandom.com/wiki/Amos_Fortune_(New_Earth),Secret Identity,Bad ,Black ,Black ,Male ,,Living ,32,"1961, September",1961.0,American,1961-09-01,09,1961,09/1961
2753,William Tockman (New Earth),https://dc.fandom.com/wiki/William_Tockman_(New_Earth),,Bad ,Blue ,Black ,Male ,,Deceased ,32,"1960, August",1960.0,American,1960-08-01,08,1960,08/1960
5880,Elinore Lane (New Earth),https://dc.fandom.com/wiki/Elinore_Lane_(New_Earth),Public Identity,Good ,,Black ,Female ,,Living ,32,"1959, November",1959.0,American,1959-11-01,11,1959,11/1959
1674,Julian Day (New Earth),https://dc.fandom.com/wiki/Julian_Day_(New_Earth),Secret Identity,Bad ,Black ,,Male ,,Living ,32,"1958, September",1958.0,American,1958-09-01,09,1958,09/1958
